run_id,algorithm,threads,pid,cpu_percent,memory_mb,num_threads,context_switches,uptime,timestamp,total_runtime
16,bubble,1,2708,96.4,5.63,2,4,52.09,1749021552.92,86.73
16,bubble,1,2708,96.5,5.63,2,4,52.2,1749021553.03,86.73
16,bubble,1,2708,106.0,5.63,2,4,52.3,1749021553.13,86.73
16,bubble,1,2708,96.5,5.63,2,4,52.4,1749021553.23,86.73
16,bubble,1,2708,96.3,5.63,2,4,52.51,1749021553.34,86.73
16,bubble,1,2708,96.5,5.63,2,4,52.61,1749021553.44,86.73
16,bubble,1,2708,106.0,5.63,2,4,52.72,1749021553.55,86.73
16,bubble,1,2708,96.5,5.63,2,4,52.82,1749021553.65,86.73
16,bubble,1,2708,106.1,5.63,2,4,52.92,1749021553.75,86.73
16,bubble,1,2708,96.5,5.63,2,4,53.03,1749021553.86,86.73
16,bubble,1,2708,96.4,5.63,2,4,53.13,1749021553.96,86.73
16,bubble,1,2708,106.1,5.63,2,4,53.23,1749021554.06,86.73
16,bubble,1,2708,96.4,5.63,2,4,53.34,1749021554.17,86.73
16,bubble,1,2708,96.5,5.63,2,4,53.44,1749021554.27,86.73
16,bubble,1,2708,106.0,5.63,2,4,53.55,1749021554.38,86.73
16,bubble,1,2708,96.4,5.63,2,4,53.65,1749021554.48,86.73
16,bubble,1,2708,106.0,5.63,2,4,53.75,1749021554.58,86.73
16,bubble,1,2708,96.5,5.63,2,4,53.86,1749021554.69,86.73
16,bubble,1,2708,96.4,5.63,2,4,53.96,1749021554.79,86.73
16,bubble,1,2708,106.1,5.63,2,4,54.06,1749021554.89,86.73
16,bubble,1,2708,96.4,5.63,2,4,54.17,1749021555.0,86.73
16,bubble,1,2708,96.5,5.63,2,4,54.27,1749021555.1,86.73
16,bubble,1,2708,106.0,5.63,2,4,54.38,1749021555.21,86.73
16,bubble,1,2708,96.3,5.63,2,4,54.48,1749021555.31,86.73
16,bubble,1,2708,96.4,5.63,2,4,54.58,1749021555.41,86.73
16,bubble,1,2708,105.6,5.63,2,4,54.69,1749021555.52,86.73
16,bubble,1,2708,96.5,5.63,2,4,54.79,1749021555.62,86.73
16,bubble,1,2708,106.0,5.63,2,4,54.89,1749021555.72,86.73
16,bubble,1,2708,96.5,5.63,2,4,55.0,1749021555.83,86.73
16,bubble,1,2708,96.3,5.63,2,4,55.1,1749021555.93,86.73
16,bubble,1,2708,96.5,5.63,2,4,55.21,1749021556.04,86.73
16,bubble,1,2708,106.0,5.63,2,4,55.31,1749021556.14,86.73
16,bubble,1,2708,96.5,5.63,2,4,55.41,1749021556.24,86.73
16,bubble,1,2708,106.0,5.63,2,4,55.52,1749021556.35,86.73
16,bubble,1,2708,96.5,5.63,2,4,55.62,1749021556.45,86.73
16,bubble,1,2708,96.4,5.63,2,4,55.72,1749021556.55,86.73
16,bubble,1,2708,106.2,5.63,2,4,55.83,1749021556.66,86.73
16,bubble,1,2708,96.4,5.63,2,4,55.93,1749021556.76,86.73
16,bubble,1,2708,96.5,5.63,2,4,56.03,1749021556.86,86.73
16,bubble,1,2708,106.0,5.63,2,4,56.14,1749021556.97,86.73
16,bubble,1,2708,96.5,5.63,2,4,56.24,1749021557.07,86.73
16,bubble,1,2708,96.4,5.63,2,4,56.35,1749021557.18,86.73
16,bubble,1,2708,106.1,5.63,2,4,56.45,1749021557.28,86.73
16,bubble,1,2708,96.4,5.63,2,4,56.55,1749021557.38,86.73
16,bubble,1,2708,106.1,5.63,2,4,56.66,1749021557.49,86.73
16,bubble,1,2708,96.4,5.63,2,4,56.76,1749021557.59,86.73
16,bubble,1,2708,96.5,5.63,2,4,56.86,1749021557.69,86.73
16,bubble,1,2708,106.0,5.63,2,4,56.97,1749021557.8,86.73
16,bubble,1,2708,96.5,5.63,2,4,57.07,1749021557.9,86.73
16,bubble,1,2708,96.4,5.63,2,4,57.18,1749021558.01,86.73
16,bubble,1,2708,106.1,5.63,2,4,57.28,1749021558.11,86.73
16,bubble,1,2708,96.4,5.63,2,4,57.38,1749021558.21,86.73
16,bubble,1,2708,106.2,5.63,2,4,57.49,1749021558.32,86.73
16,bubble,1,2708,96.4,5.63,2,4,57.59,1749021558.42,86.73
16,bubble,1,2708,96.4,5.63,2,4,57.69,1749021558.52,86.73
16,bubble,1,2708,96.4,5.63,2,4,57.8,1749021558.63,86.73
16,bubble,1,2708,106.1,5.63,2,4,57.9,1749021558.73,86.73
16,bubble,1,2708,96.4,5.63,2,4,58.01,1749021558.84,86.73
16,bubble,1,2708,96.5,5.63,2,4,58.11,1749021558.94,86.73
16,bubble,1,2708,106.0,5.63,2,4,58.21,1749021559.04,86.73
16,bubble,1,2708,96.4,5.63,2,4,58.32,1749021559.15,86.73
16,bubble,1,2708,106.0,5.63,2,4,58.42,1749021559.25,86.73
16,bubble,1,2708,96.5,5.63,2,4,58.52,1749021559.35,86.73
16,bubble,1,2708,96.4,5.63,2,4,58.63,1749021559.46,86.73
16,bubble,1,2708,106.2,5.63,2,4,58.73,1749021559.56,86.73
16,bubble,1,2708,96.4,5.63,2,4,58.83,1749021559.66,86.73
16,bubble,1,2708,96.5,5.63,2,4,58.94,1749021559.77,86.73
16,bubble,1,2708,106.0,5.63,2,4,59.04,1749021559.87,86.73
16,bubble,1,2708,96.5,5.63,2,4,59.15,1749021559.98,86.73
16,bubble,1,2708,96.4,5.63,2,4,59.25,1749021560.08,86.73
16,bubble,1,2708,106.1,5.63,2,4,59.35,1749021560.18,86.73
16,bubble,1,2708,96.4,5.63,2,4,59.46,1749021560.29,86.73
16,bubble,1,2708,105.9,5.63,2,4,59.56,1749021560.39,86.73
16,bubble,1,2708,96.4,5.63,2,4,59.66,1749021560.49,86.73
16,bubble,1,2708,96.1,5.63,2,4,59.77,1749021560.6,86.73
16,bubble,1,2708,106.1,5.63,2,4,59.87,1749021560.7,86.73
16,bubble,1,2708,96.3,5.63,2,4,59.98,1749021560.81,86.73
16,bubble,1,2708,96.5,5.63,2,4,60.08,1749021560.91,86.73
16,bubble,1,2708,106.0,5.63,2,4,60.18,1749021561.01,86.73
16,bubble,1,2708,96.5,5.63,2,4,60.29,1749021561.12,86.73
16,bubble,1,2708,96.4,5.63,2,4,60.39,1749021561.22,86.73
16,bubble,1,2708,106.1,5.63,2,4,60.49,1749021561.32,86.73
16,bubble,1,2708,96.4,5.63,2,4,60.6,1749021561.43,86.73
16,bubble,1,2708,96.5,5.63,2,4,60.7,1749021561.53,86.73
16,bubble,1,2708,106.0,5.63,2,4,60.81,1749021561.64,86.73
16,bubble,1,2708,96.5,5.63,2,4,60.91,1749021561.74,86.73
16,bubble,1,2708,96.4,5.63,2,4,61.01,1749021561.84,86.73
16,bubble,1,2708,106.1,5.63,2,4,61.12,1749021561.95,86.73
16,bubble,1,2708,96.3,5.63,2,4,61.22,1749021562.05,86.73
16,bubble,1,2708,106.2,5.63,2,4,61.32,1749021562.15,86.73
16,bubble,1,2708,96.4,5.63,2,4,61.43,1749021562.26,86.73
16,bubble,1,2708,96.5,5.63,2,4,61.53,1749021562.36,86.73
16,bubble,1,2708,106.0,5.63,2,4,61.64,1749021562.47,86.73
16,bubble,1,2708,96.5,5.63,2,4,61.74,1749021562.57,86.73
16,bubble,1,2708,96.4,5.63,2,4,61.84,1749021562.67,86.73
16,bubble,1,2708,106.1,5.63,2,4,61.95,1749021562.78,86.73
16,bubble,1,2708,96.4,5.63,2,4,62.05,1749021562.88,86.73
16,bubble,1,2708,106.2,5.63,2,4,62.15,1749021562.98,86.73
16,bubble,1,2708,96.4,5.63,2,4,62.26,1749021563.09,86.73
16,bubble,1,2708,96.5,5.63,2,4,62.36,1749021563.19,86.73
16,bubble,1,2708,106.0,5.63,2,4,62.46,1749021563.29,86.73
16,bubble,1,2708,96.5,5.63,2,4,62.57,1749021563.4,86.73
16,bubble,1,2708,96.4,5.63,2,4,62.67,1749021563.5,86.73
16,bubble,1,2708,96.5,5.63,2,4,62.78,1749021563.61,86.73
16,bubble,1,2708,106.0,5.63,2,4,62.88,1749021563.71,86.73
16,bubble,1,2708,96.5,5.63,2,4,62.98,1749021563.81,86.73
16,bubble,1,2708,106.0,5.63,2,4,63.09,1749021563.92,86.73
16,bubble,1,2708,96.5,5.63,2,4,63.19,1749021564.02,86.73
16,bubble,1,2708,96.4,5.63,2,4,63.29,1749021564.12,86.73
16,bubble,1,2708,106.1,5.63,2,4,63.4,1749021564.23,86.73
16,bubble,1,2708,96.4,5.63,2,4,63.5,1749021564.33,86.73
16,bubble,1,2708,96.5,5.63,2,4,63.61,1749021564.44,86.73
16,bubble,1,2708,106.0,5.63,2,4,63.71,1749021564.54,86.73
16,bubble,1,2708,96.4,5.63,2,4,63.81,1749021564.64,86.73
16,bubble,1,2708,106.0,5.63,2,4,63.92,1749021564.75,86.73
16,bubble,1,2708,96.5,5.63,2,4,64.02,1749021564.85,86.73
16,bubble,1,2708,96.4,5.63,2,4,64.12,1749021564.95,86.73
16,bubble,1,2708,106.1,5.63,2,4,64.23,1749021565.06,86.73
16,bubble,1,2708,96.4,5.63,2,4,64.33,1749021565.16,86.73
16,bubble,1,2708,96.5,5.63,2,4,64.43,1749021565.26,86.73
16,bubble,1,2708,105.9,5.63,2,4,64.54,1749021565.37,86.73
16,bubble,1,2708,96.5,5.63,2,4,64.64,1749021565.47,86.73
16,bubble,1,2708,96.4,5.63,2,4,64.75,1749021565.58,86.73
16,bubble,1,2708,106.1,5.63,2,4,64.85,1749021565.68,86.73
16,bubble,1,2708,96.4,5.63,2,4,64.95,1749021565.78,86.73
16,bubble,1,2708,105.7,5.63,2,4,65.06,1749021565.89,86.73
16,bubble,1,2708,96.4,5.63,2,4,65.16,1749021565.99,86.73
16,bubble,1,2708,96.3,5.63,2,4,65.27,1749021566.1,86.73
16,bubble,1,2708,96.5,5.63,2,4,65.37,1749021566.2,86.73
16,bubble,1,2708,106.0,5.63,2,4,65.47,1749021566.3,86.73
16,bubble,1,2708,96.5,5.63,2,4,65.58,1749021566.41,86.73
16,bubble,1,2708,106.0,5.63,2,4,65.68,1749021566.51,86.73
16,bubble,1,2708,96.5,5.63,2,4,65.78,1749021566.61,86.73
16,bubble,1,2708,96.4,5.63,2,4,65.89,1749021566.72,86.73
16,bubble,1,2708,106.1,5.63,2,4,65.99,1749021566.82,86.73
16,bubble,1,2708,96.4,5.63,2,4,66.09,1749021566.92,86.73
16,bubble,1,2708,96.5,5.63,2,4,66.2,1749021567.03,86.73
16,bubble,1,2708,106.0,5.63,2,4,66.3,1749021567.13,86.73
16,bubble,1,2708,96.5,5.63,2,4,66.41,1749021567.24,86.73
16,bubble,1,2708,96.4,5.63,2,4,66.51,1749021567.34,86.73
16,bubble,1,2708,106.1,5.63,2,4,66.61,1749021567.44,86.73
16,bubble,1,2708,96.4,5.63,2,4,66.72,1749021567.55,86.73
16,bubble,1,2708,106.2,5.63,2,4,66.82,1749021567.65,86.73
16,bubble,1,2708,96.4,5.63,2,4,66.92,1749021567.75,86.73
16,bubble,1,2708,96.5,5.63,2,4,67.03,1749021567.86,86.73
16,bubble,1,2708,106.0,5.63,2,4,67.13,1749021567.96,86.73
16,bubble,1,2708,96.5,5.63,2,4,67.24,1749021568.07,86.73
16,bubble,1,2708,96.3,5.63,2,4,67.34,1749021568.17,86.73
16,bubble,1,2708,106.1,5.63,2,4,67.44,1749021568.27,86.73
16,bubble,1,2708,96.1,5.63,2,4,67.55,1749021568.38,86.73
16,bubble,1,2708,106.0,5.63,2,4,67.65,1749021568.48,86.73
16,bubble,1,2708,96.5,5.63,2,4,67.75,1749021568.58,86.73
16,bubble,1,2708,96.4,5.63,2,4,67.86,1749021568.69,86.73
16,bubble,1,2708,96.5,5.63,2,4,67.96,1749021568.79,86.73
16,bubble,1,2708,106.1,5.63,2,4,68.07,1749021568.9,86.73
16,bubble,1,2708,96.5,5.63,2,4,68.17,1749021569.0,86.73
16,bubble,1,2708,96.4,5.63,2,4,68.27,1749021569.1,86.73
16,bubble,1,2708,106.1,5.63,2,4,68.38,1749021569.21,86.73
16,bubble,1,2708,96.4,5.63,2,4,68.48,1749021569.31,86.73
16,bubble,1,2708,106.1,5.63,2,4,68.58,1749021569.41,86.73
16,bubble,1,2708,96.4,5.63,2,4,68.69,1749021569.52,86.73
16,bubble,1,2708,96.5,5.63,2,4,68.79,1749021569.62,86.73
16,bubble,1,2708,106.0,5.63,2,4,68.9,1749021569.73,86.73
16,bubble,1,2708,96.5,5.63,2,4,69.0,1749021569.83,86.73
16,bubble,1,2708,96.3,5.63,2,4,69.1,1749021569.93,86.73
16,bubble,1,2708,106.1,5.63,2,4,69.21,1749021570.04,86.73
16,bubble,1,2708,96.4,5.63,2,4,69.31,1749021570.14,86.73
16,bubble,1,2708,106.1,5.63,2,4,69.41,1749021570.24,86.73
16,bubble,1,2708,96.4,5.63,2,4,69.52,1749021570.35,86.73
16,bubble,1,2708,96.5,5.63,2,4,69.62,1749021570.45,86.73
16,bubble,1,2708,106.0,5.63,2,4,69.72,1749021570.55,86.73
16,bubble,1,2708,96.5,5.63,2,4,69.83,1749021570.66,86.73
16,bubble,1,2708,96.2,5.63,2,4,69.93,1749021570.76,86.73
16,bubble,1,2708,106.2,5.63,2,4,70.04,1749021570.87,86.73
16,bubble,1,2708,96.1,5.63,2,4,70.14,1749021570.97,86.73
16,bubble,1,2708,106.1,5.63,2,4,70.24,1749021571.07,86.73
16,bubble,1,2708,96.5,5.63,2,4,70.35,1749021571.18,86.73
16,bubble,1,2708,96.4,5.63,2,4,70.45,1749021571.28,86.73
16,bubble,1,2708,96.5,5.63,2,4,70.55,1749021571.38,86.73
16,bubble,1,2708,106.0,5.63,2,4,70.66,1749021571.49,86.73
16,bubble,1,2708,96.5,5.63,2,4,70.76,1749021571.59,86.73
16,bubble,1,2708,96.4,5.63,2,4,70.87,1749021571.7,86.73
16,bubble,1,2708,106.1,5.63,2,4,70.97,1749021571.8,86.73
16,bubble,1,2708,96.4,5.63,2,4,71.07,1749021571.9,86.73
16,bubble,1,2708,106.2,5.63,2,4,71.18,1749021572.01,86.73
16,bubble,1,2708,96.4,5.63,2,4,71.28,1749021572.11,86.73
16,bubble,1,2708,96.5,5.63,2,4,71.38,1749021572.21,86.73
16,bubble,1,2708,106.0,5.63,2,4,71.49,1749021572.32,86.73
16,bubble,1,2708,96.5,5.63,2,4,71.59,1749021572.42,86.73
16,bubble,1,2708,96.4,5.63,2,4,71.7,1749021572.53,86.73
16,bubble,1,2708,106.1,5.63,2,4,71.8,1749021572.63,86.73
16,bubble,1,2708,96.4,5.63,2,4,71.9,1749021572.73,86.73
16,bubble,1,2708,106.1,5.63,2,4,72.01,1749021572.84,86.73
16,bubble,1,2708,96.4,5.63,2,4,72.11,1749021572.94,86.73
16,bubble,1,2708,96.5,5.63,2,4,72.21,1749021573.04,86.73
16,bubble,1,2708,106.0,5.63,2,4,72.32,1749021573.15,86.73
16,bubble,1,2708,96.5,5.63,2,4,72.42,1749021573.25,86.73
16,bubble,1,2708,96.4,5.63,2,4,72.52,1749021573.35,86.73
16,bubble,1,2708,106.2,5.63,2,4,72.63,1749021573.46,86.73
16,bubble,1,2708,96.3,5.63,2,4,72.73,1749021573.56,86.73
16,bubble,1,2708,96.4,5.63,2,4,72.84,1749021573.67,86.73
16,bubble,1,2708,106.0,5.63,2,4,72.94,1749021573.77,86.73
16,bubble,1,2708,96.5,5.63,2,4,73.04,1749021573.87,86.73
16,bubble,1,2708,96.4,5.63,2,4,73.15,1749021573.98,86.73
16,bubble,1,2708,106.1,5.63,2,4,73.25,1749021574.08,86.73
16,bubble,1,2708,96.4,5.63,2,4,73.35,1749021574.18,86.73
16,bubble,1,2708,96.5,5.63,2,4,73.46,1749021574.29,86.73
16,bubble,1,2708,106.0,5.63,2,4,73.56,1749021574.39,86.73
16,bubble,1,2708,96.4,5.63,2,4,73.67,1749021574.5,86.73
16,bubble,1,2708,96.4,5.63,2,4,73.77,1749021574.6,86.73
16,bubble,1,2708,106.1,5.63,2,4,73.87,1749021574.7,86.73
16,bubble,1,2708,96.4,5.63,2,4,73.98,1749021574.81,86.73
16,bubble,1,2708,106.2,5.63,2,4,74.08,1749021574.91,86.73
16,bubble,1,2708,96.4,5.63,2,4,74.18,1749021575.01,86.73
16,bubble,1,2708,96.5,5.63,2,4,74.29,1749021575.12,86.73
16,bubble,1,2708,106.1,5.63,2,4,74.39,1749021575.22,86.73
16,bubble,1,2708,96.5,5.63,2,4,74.5,1749021575.33,86.73
16,bubble,1,2708,96.3,5.63,2,4,74.6,1749021575.43,86.73
16,bubble,1,2708,106.1,5.63,2,4,74.7,1749021575.53,86.73
16,bubble,1,2708,96.4,5.63,2,4,74.81,1749021575.64,86.73
16,bubble,1,2708,106.2,5.63,2,4,74.91,1749021575.74,86.73
16,bubble,1,2708,96.2,5.63,2,4,75.01,1749021575.84,86.73
16,bubble,1,2708,96.5,5.63,2,4,75.12,1749021575.95,86.73
16,bubble,1,2708,105.6,5.63,2,4,75.22,1749021576.05,86.73
16,bubble,1,2708,96.4,5.63,2,4,75.33,1749021576.16,86.73
16,bubble,1,2708,96.5,5.63,2,4,75.43,1749021576.26,86.73
16,bubble,1,2708,106.1,5.63,2,4,75.53,1749021576.36,86.73
16,bubble,1,2708,96.5,5.63,2,4,75.64,1749021576.47,86.73
16,bubble,1,2708,96.4,5.63,2,4,75.74,1749021576.57,86.73
16,bubble,1,2708,106.1,5.63,2,4,75.84,1749021576.67,86.73
16,bubble,1,2708,96.4,5.63,2,4,75.95,1749021576.78,86.73
16,bubble,1,2708,96.5,5.63,2,4,76.05,1749021576.88,86.73
16,bubble,1,2708,106.0,5.63,2,4,76.15,1749021576.98,86.73
16,bubble,1,2708,96.5,5.63,2,4,76.26,1749021577.09,86.73
16,bubble,1,2708,96.3,5.63,2,4,76.36,1749021577.19,86.73
16,bubble,1,2708,106.1,5.63,2,4,76.47,1749021577.3,86.73
16,bubble,1,2708,96.4,5.63,2,4,76.57,1749021577.4,86.73
16,bubble,1,2708,106.1,5.63,2,4,76.67,1749021577.5,86.73
16,bubble,1,2708,96.4,5.63,2,4,76.78,1749021577.61,86.73
16,bubble,1,2708,96.5,5.63,2,4,76.88,1749021577.71,86.73
16,bubble,1,2708,106.0,5.63,2,4,76.98,1749021577.81,86.73
16,bubble,1,2708,96.5,5.63,2,4,77.09,1749021577.92,86.73
16,bubble,1,2708,96.4,5.63,2,4,77.19,1749021578.02,86.73
16,bubble,1,2708,106.1,5.63,2,4,77.3,1749021578.13,86.73
16,bubble,1,2708,96.4,5.63,2,4,77.4,1749021578.23,86.73
16,bubble,1,2708,106.1,5.63,2,4,77.5,1749021578.33,86.73
16,bubble,1,2708,96.4,5.63,2,4,77.61,1749021578.44,86.73
16,bubble,1,2708,96.5,5.63,2,4,77.71,1749021578.54,86.73
16,bubble,1,2708,106.0,5.63,2,4,77.81,1749021578.64,86.73
16,bubble,1,2708,96.5,5.63,2,4,77.92,1749021578.75,86.73
16,bubble,1,2708,96.4,5.63,2,4,78.02,1749021578.85,86.73
16,bubble,1,2708,106.2,5.63,2,4,78.13,1749021578.96,86.73
16,bubble,1,2708,96.3,5.63,2,4,78.23,1749021579.06,86.73
16,bubble,1,2708,96.5,5.63,2,4,78.33,1749021579.16,86.73
16,bubble,1,2708,106.0,5.63,2,4,78.44,1749021579.27,86.73
16,bubble,1,2708,96.5,5.63,2,4,78.54,1749021579.37,86.73
16,bubble,1,2708,96.4,5.63,2,4,78.64,1749021579.47,86.73
16,bubble,1,2708,106.1,5.63,2,4,78.75,1749021579.58,86.73
16,bubble,1,2708,96.4,5.63,2,4,78.85,1749021579.68,86.73
16,bubble,1,2708,96.5,5.63,2,4,78.95,1749021579.78,86.73
16,bubble,1,2708,106.0,5.63,2,4,79.06,1749021579.89,86.73
16,bubble,1,2708,96.5,5.63,2,4,79.16,1749021579.99,86.73
16,bubble,1,2708,96.4,5.63,2,4,79.27,1749021580.1,86.73
16,bubble,1,2708,106.0,5.63,2,4,79.37,1749021580.2,86.73
16,bubble,1,2708,96.4,5.63,2,4,79.47,1749021580.3,86.73
16,bubble,1,2708,106.1,5.63,2,4,79.58,1749021580.41,86.73
16,bubble,1,2708,96.4,5.63,2,4,79.68,1749021580.51,86.73
16,bubble,1,2708,96.5,5.63,2,4,79.78,1749021580.61,86.73
16,bubble,1,2708,106.1,5.63,2,4,79.89,1749021580.72,86.73
16,bubble,1,2708,96.5,5.63,2,4,79.99,1749021580.82,86.73
16,bubble,1,2708,96.4,5.63,2,4,80.1,1749021580.93,86.73
16,bubble,1,2708,106.1,5.63,2,4,80.2,1749021581.03,86.73
16,bubble,1,2708,96.2,5.63,2,4,80.3,1749021581.13,86.73
16,bubble,1,2708,106.0,5.63,2,4,80.41,1749021581.24,86.73
16,bubble,1,2708,96.2,5.63,2,4,80.51,1749021581.34,86.73
16,bubble,1,2708,96.4,5.63,2,4,80.61,1749021581.44,86.73
16,bubble,1,2708,106.1,5.63,2,4,80.72,1749021581.55,86.73
16,bubble,1,2708,96.4,5.63,2,4,80.82,1749021581.65,86.73
16,bubble,1,2708,96.4,5.63,2,4,80.93,1749021581.76,86.73
16,bubble,1,2708,96.4,5.63,2,4,81.03,1749021581.86,86.73
16,bubble,1,2708,105.6,5.63,2,4,81.13,1749021581.96,86.73
16,bubble,1,2708,96.5,5.63,2,4,81.24,1749021582.07,86.73
16,bubble,1,2708,106.0,5.63,2,4,81.34,1749021582.17,86.73
16,bubble,1,2708,96.5,5.63,2,4,81.44,1749021582.27,86.73
16,bubble,1,2708,96.4,5.63,2,4,81.55,1749021582.38,86.73
16,bubble,1,2708,106.1,5.63,2,4,81.65,1749021582.48,86.73
16,bubble,1,2708,96.3,5.63,2,4,81.76,1749021582.59,86.73
16,bubble,1,2708,96.5,5.63,2,4,81.86,1749021582.69,86.73
16,bubble,1,2708,106.0,5.63,2,4,81.96,1749021582.79,86.73
16,bubble,1,2708,96.5,5.63,2,4,82.07,1749021582.9,86.73
16,bubble,1,2708,106.0,5.63,2,4,82.17,1749021583.0,86.73
16,bubble,1,2708,96.5,5.63,2,4,82.27,1749021583.1,86.73
16,bubble,1,2708,96.4,5.63,2,4,82.38,1749021583.21,86.73
16,bubble,1,2708,106.2,5.63,2,4,82.48,1749021583.31,86.73
16,bubble,1,2708,96.4,5.63,2,4,82.59,1749021583.42,86.73
16,bubble,1,2708,96.4,5.63,2,4,82.69,1749021583.52,86.73
16,bubble,1,2708,106.0,5.63,2,4,82.79,1749021583.62,86.73
16,bubble,1,2708,96.4,5.63,2,4,82.9,1749021583.73,86.73
16,bubble,1,2708,106.0,5.63,2,4,83.0,1749021583.83,86.73
16,bubble,1,2708,96.5,5.63,2,4,83.1,1749021583.93,86.73
16,bubble,1,2708,96.4,5.63,2,4,83.21,1749021584.04,86.73
16,bubble,1,2708,106.1,5.63,2,4,83.31,1749021584.14,86.73
16,bubble,1,2708,96.4,5.63,2,4,83.41,1749021584.24,86.73
16,bubble,1,2708,96.5,5.63,2,4,83.52,1749021584.35,86.73
16,bubble,1,2708,106.0,5.63,2,4,83.62,1749021584.45,86.73
16,bubble,1,2708,96.5,5.63,2,4,83.73,1749021584.56,86.73
16,bubble,1,2708,96.4,5.63,2,4,83.83,1749021584.66,86.73
16,bubble,1,2708,106.1,5.63,2,4,83.93,1749021584.76,86.73
16,bubble,1,2708,96.4,5.63,2,4,84.04,1749021584.87,86.73
16,bubble,1,2708,96.5,5.63,2,4,84.14,1749021584.97,86.73
16,bubble,1,2708,106.0,5.63,2,4,84.24,1749021585.07,86.73
16,bubble,1,2708,96.5,5.63,2,4,84.35,1749021585.18,86.73
16,bubble,1,2708,96.4,5.63,2,4,84.45,1749021585.28,86.73
16,bubble,1,2708,106.2,5.63,2,4,84.56,1749021585.39,86.73
16,bubble,1,2708,96.4,5.63,2,4,84.66,1749021585.49,86.73
16,bubble,1,2708,96.4,5.63,2,4,84.76,1749021585.59,86.73
16,bubble,1,2708,106.0,5.63,2,4,84.87,1749021585.7,86.73
16,bubble,1,2708,96.5,5.63,2,4,84.97,1749021585.8,86.73
16,bubble,1,2708,106.1,5.63,2,4,85.07,1749021585.9,86.73
16,bubble,1,2708,96.5,5.63,2,4,85.18,1749021586.01,86.73
16,bubble,1,2708,96.4,5.63,2,4,85.28,1749021586.11,86.73
16,bubble,1,2708,106.1,5.63,2,4,85.39,1749021586.22,86.73
16,bubble,1,2708,96.4,5.63,2,4,85.49,1749021586.32,86.73
16,bubble,1,2708,96.5,5.63,2,4,85.59,1749021586.42,86.73
16,bubble,1,2708,106.0,5.63,2,4,85.7,1749021586.53,86.73
16,bubble,1,2708,96.4,5.63,2,4,85.8,1749021586.63,86.73
16,bubble,1,2708,106.1,5.63,2,4,85.9,1749021586.73,86.73
16,bubble,1,2708,96.2,5.63,2,4,86.01,1749021586.84,86.73
16,bubble,1,2708,96.5,5.63,2,4,86.11,1749021586.94,86.73
16,bubble,1,2708,106.0,5.63,2,4,86.22,1749021587.05,86.73
16,bubble,1,2708,96.5,5.63,2,4,86.32,1749021587.15,86.73
16,bubble,1,2708,96.4,5.63,2,4,86.42,1749021587.25,86.73
16,bubble,1,2708,106.1,5.63,2,4,86.53,1749021587.36,86.73
16,bubble,1,2708,96.4,5.63,2,4,86.63,1749021587.46,86.73
16,bubble,1,2708,105.9,5.98,1,4,86.73,1749021587.56,86.73
17,bubble,2,2717,0.0,5.65,3,1,1.08,1749021587.78,24.23
17,merge,2,2718,0.0,6.46,1,3,1.08,1749021587.78,14.03
17,bubble,2,2717,198.7,5.65,3,1,1.19,1749021587.89,24.23
17,merge,2,2718,99.2,10.47,1,3,1.19,1749021587.89,14.03
17,bubble,2,2717,198.4,5.65,3,1,1.3,1749021588.0,24.23
17,merge,2,2718,99.2,14.47,1,3,1.3,1749021588.0,14.03
17,bubble,2,2717,198.5,5.65,3,1,1.41,1749021588.11,24.23
17,merge,2,2718,99.2,18.47,1,3,1.41,1749021588.11,14.03
17,merge,2,2718,99.4,22.48,1,3,1.52,1749021588.22,14.03
17,bubble,2,2717,207.2,5.65,3,1,1.52,1749021588.22,24.23
17,merge,2,2718,99.8,26.48,1,3,1.63,1749021588.33,14.03
17,bubble,2,2717,198.7,5.65,3,1,1.63,1749021588.33,24.23
17,bubble,2,2717,195.3,5.65,3,1,1.74,1749021588.44,24.23
17,merge,2,2718,100.2,30.48,1,4,1.74,1749021588.44,14.03
17,bubble,2,2717,200.9,5.65,3,1,1.85,1749021588.55,24.23
17,merge,2,2718,100.2,32.48,1,4,1.85,1749021588.55,14.03
17,bubble,2,2717,197.7,5.65,3,1,1.96,1749021588.66,24.23
17,merge,2,2718,99.5,36.48,1,4,1.96,1749021588.66,14.03
17,bubble,2,2717,206.5,5.65,3,1,2.07,1749021588.77,24.23
17,merge,2,2718,89.8,40.48,1,4,2.08,1749021588.78,14.03
17,bubble,2,2717,187.9,5.65,3,1,2.19,1749021588.89,24.23
17,merge,2,2718,107.5,44.48,1,4,2.19,1749021588.89,14.03
17,bubble,2,2717,205.2,5.65,3,1,2.3,1749021589.0,24.23
17,merge,2,2718,98.4,48.48,1,4,2.3,1749021589.0,14.03
17,bubble,2,2717,198.0,5.65,3,1,2.41,1749021589.11,24.23
17,merge,2,2718,99.4,52.48,1,4,2.41,1749021589.11,14.03
17,bubble,2,2717,199.0,5.65,3,1,2.52,1749021589.22,24.23
17,merge,2,2718,99.4,54.48,1,4,2.52,1749021589.22,14.03
17,bubble,2,2717,208.2,5.65,3,1,2.63,1749021589.33,24.23
17,merge,2,2718,99.7,58.48,1,5,2.63,1749021589.33,14.03
17,bubble,2,2717,199.2,5.65,3,1,2.74,1749021589.44,24.23
17,merge,2,2718,99.5,62.48,1,5,2.74,1749021589.44,14.03
